Latitude,Longitude,TotalPop
40.5229648241,-74.2388442211,9032.0
40.5229648241,-74.235678392,9032.0
40.5229648241,-74.2325125628,9032.0
40.5229648241,-74.2293467337,9032.0
40.5229648241,-74.2261809045,9032.0
40.5229648241,-74.2230150754,9032.0
40.5229648241,-74.2198492462,9032.0
40.5229648241,-74.2166834171,9032.0
40.5229648241,-74.2135175879,6690.0
40.5229648241,-74.2103517588,6690.0
40.5229648241,-74.2071859296,6690.0
40.5229648241,-74.2040201005,6690.0
40.5229648241,-74.2008542714,6690.0
40.5229648241,-74.1976884422,6690.0
40.5229648241,-74.1945226131,6690.0
40.5229648241,-74.1913567839,6690.0
40.5229648241,-74.18819095479999,6690.0
40.5229648241,-74.1850251256,4980.0
40.5229648241,-74.1818592965,4980.0
40.5229648241,-74.1786934673,4980.0
40.5229648241,-74.1755276382,4980.0
40.5229648241,-74.172361809,4980.0
40.5229648241,-74.1691959799,4980.0
40.5229648241,-74.1660301508,4980.0
40.5229648241,-74.1628643216,4980.0
40.5229648241,-74.1596984925,4980.0
40.5229648241,-74.1565326633,4980.0
40.5229648241,-74.1533668342,4596.0
40.5229648241,-74.150201005,4596.0
40.5229648241,-74.1470351759,4596.0
40.5229648241,-74.1438693467,4596.0
40.5252261307,-74.2451758794,9032.0
40.5252261307,-74.2420100503,9032.0
40.5252261307,-74.2388442211,9032.0
40.5252261307,-74.235678392,9032.0
40.5252261307,-74.2325125628,9032.0
40.5252261307,-74.2293467337,9032.0
40.5252261307,-74.2261809045,9032.0
40.5252261307,-74.2230150754,9032.0
40.5252261307,-74.2198492462,9032.0
40.5252261307,-74.2166834171,9032.0
40.5252261307,-74.2135175879,6191.0
40.5252261307,-74.2103517588,6191.0
40.5252261307,-74.2071859296,6690.0
40.5252261307,-74.2040201005,6690.0
40.5252261307,-74.2008542714,6690.0
40.5252261307,-74.1976884422,6690.0
40.5252261307,-74.1945226131,6690.0
40.5252261307,-74.1913567839,6690.0
40.5252261307,-74.18819095479999,6690.0
40.5252261307,-74.1850251256,4980.0
40.5252261307,-74.1818592965,4980.0
40.5252261307,-74.1786934673,4980.0
40.5252261307,-74.1755276382,4980.0
40.5252261307,-74.172361809,4980.0
40.5252261307,-74.1691959799,4980.0
40.5252261307,-74.1660301508,4980.0
40.5252261307,-74.1628643216,4980.0
40.5252261307,-74.1596984925,4980.0
40.5252261307,-74.1565326633,4596.0
40.5252261307,-74.1533668342,4596.0
40.5252261307,-74.150201005,4596.0
40.5252261307,-74.1470351759,4596.0
40.5252261307,-74.1438693467,4596.0
40.5252261307,-74.1407035176,4596.0
40.5252261307,-74.1375376884,4596.0
40.5274874372,-74.2451758794,9032.0
40.5274874372,-74.2420100503,9032.0
40.5274874372,-74.2388442211,9032.0
40.5274874372,-74.235678392,9032.0
40.5274874372,-74.2325125628,9032.0
40.5274874372,-74.2293467337,9032.0
40.5274874372,-74.2261809045,9032.0
40.5274874372,-74.2230150754,9032.0
40.5274874372,-74.2198492462,9032.0
40.5274874372,-74.2166834171,9032.0
40.5274874372,-74.2135175879,6191.0
40.5274874372,-74.2103517588,6191.0
40.5274874372,-74.2071859296,6191.0
40.5274874372,-74.2040201005,6191.0
40.5274874372,-74.2008542714,5602.0
40.5274874372,-74.1976884422,6690.0
40.5274874372,-74.1945226131,6690.0
40.5274874372,-74.1913567839,6690.0
40.5274874372,-74.18819095479999,4980.0
40.5274874372,-74.1850251256,4980.0
40.5274874372,-74.1818592965,4980.0
40.5274874372,-74.1786934673,4980.0
40.5274874372,-74.1755276382,4980.0
40.5274874372,-74.172361809,4980.0
40.5274874372,-74.1691959799,4980.0
40.5274874372,-74.1660301508,4980.0
40.5274874372,-74.1628643216,4980.0
40.5274874372,-74.1596984925,4596.0
40.5274874372,-74.1565326633,4596.0
40.5274874372,-74.1533668342,4596.0
40.5274874372,-74.150201005,4596.0
40.5274874372,-74.1470351759,4596.0
40.5274874372,-74.1438693467,4596.0
40.5274874372,-74.1407035176,4596.0
40.5274874372,-74.1375376884,4596.0
40.5297487437,-74.2451758794,9032.0
40.5297487437,-74.2420100503,9032.0
40.5297487437,-74.2388442211,9032.0
40.5297487437,-74.235678392,9032.0
40.5297487437,-74.2325125628,9032.0
40.5297487437,-74.2293467337,9032.0
40.5297487437,-74.2261809045,9032.0
40.5297487437,-74.2230150754,9032.0
40.5297487437,-74.2198492462,9032.0
40.5297487437,-74.2166834171,6191.0
40.5297487437,-74.2135175879,6191.0
40.5297487437,-74.2103517588,6191.0
40.5297487437,-74.2071859296,6191.0
40.5297487437,-74.2040201005,6191.0
40.5297487437,-74.2008542714,5602.0
40.5297487437,-74.1976884422,5602.0
40.5297487437,-74.1945226131,6690.0
40.5297487437,-74.1913567839,6690.0
40.5297487437,-74.18819095479999,4980.0
40.5297487437,-74.1850251256,4980.0
40.5297487437,-74.1818592965,4980.0
40.5297487437,-74.1786934673,4980.0
40.5297487437,-74.1755276382,4980.0
40.5297487437,-74.172361809,4980.0
40.5297487437,-74.1691959799,4980.0
40.5297487437,-74.1660301508,4980.0
40.5297487437,-74.1628643216,4980.0
40.5297487437,-74.1596984925,4596.0
40.5297487437,-74.1565326633,4596.0
40.5297487437,-74.1533668342,4596.0
40.5297487437,-74.150201005,4596.0
40.5297487437,-74.1470351759,4596.0
40.5297487437,-74.1438693467,4596.0
40.5297487437,-74.1407035176,4596.0
40.5320100503,-74.2483417085,9032.0
40.5320100503,-74.2451758794,9032.0
40.5320100503,-74.2420100503,9032.0
40.5320100503,-74.2388442211,9032.0
40.5320100503,-74.235678392,9032.0
40.5320100503,-74.2325125628,9032.0
40.5320100503,-74.2293467337,9032.0
40.5320100503,-74.2261809045,9032.0
40.5320100503,-74.2230150754,9032.0
40.5320100503,-74.2198492462,9032.0
40.5320100503,-74.2166834171,6191.0
40.5320100503,-74.2135175879,6191.0
40.5320100503,-74.2103517588,6191.0
40.5320100503,-74.2071859296,6191.0
40.5320100503,-74.2040201005,6191.0
40.5320100503,-74.2008542714,5602.0
40.5320100503,-74.1976884422,5602.0
40.5320100503,-74.1945226131,5602.0
40.5320100503,-74.1913567839,4980.0
40.5320100503,-74.18819095479999,4980.0
40.5320100503,-74.1850251256,4980.0
40.5320100503,-74.1818592965,4980.0
40.5320100503,-74.1786934673,4980.0
40.5320100503,-74.1755276382,4980.0
40.5320100503,-74.172361809,4980.0
40.5320100503,-74.1691959799,4980.0
40.5320100503,-74.1660301508,4980.0
40.5320100503,-74.1628643216,3446.0
40.5320100503,-74.1596984925,3446.0
40.5320100503,-74.1565326633,3446.0
40.5320100503,-74.1533668342,4596.0
40.5320100503,-74.150201005,4596.0
40.5320100503,-74.1470351759,4596.0
40.5320100503,-74.1438693467,4596.0
40.5342713568,-74.2483417085,9032.0
40.5342713568,-74.2451758794,9032.0
40.5342713568,-74.2420100503,9032.0
40.5342713568,-74.2388442211,9032.0
40.5342713568,-74.235678392,9032.0
40.5342713568,-74.2325125628,9032.0
40.5342713568,-74.2293467337,9032.0
40.5342713568,-74.2261809045,9032.0
40.5342713568,-74.2230150754,9032.0
40.5342713568,-74.2198492462,9032.0
40.5342713568,-74.2166834171,6191.0
40.5342713568,-74.2135175879,6191.0
40.5342713568,-74.2103517588,6191.0
40.5342713568,-74.2071859296,6191.0
40.5342713568,-74.2040201005,6191.0
40.5342713568,-74.2008542714,5602.0
40.5342713568,-74.1976884422,5602.0
40.5342713568,-74.1945226131,5602.0
40.5342713568,-74.1913567839,4656.0
40.5342713568,-74.18819095479999,4656.0
40.5342713568,-74.1850251256,4980.0
40.5342713568,-74.1818592965,4980.0
40.5342713568,-74.1786934673,4980.0
40.5342713568,-74.1755276382,4980.0
40.5342713568,-74.172361809,4980.0
40.5342713568,-74.1691959799,4980.0
40.5342713568,-74.1660301508,4980.0
40.5342713568,-74.1628643216,3446.0
40.5342713568,-74.1596984925,3446.0
40.5342713568,-74.1565326633,3446.0
40.5342713568,-74.1533668342,4596.0
40.5342713568,-74.150201005,4596.0
40.5342713568,-74.1470351759,4596.0
40.5342713568,-74.1438693467,4596.0
40.5365326633,-74.2483417085,9032.0
40.5365326633,-74.2451758794,9032.0
40.5365326633,-74.2420100503,9032.0
40.5365326633,-74.2388442211,9032.0
40.5365326633,-74.235678392,9032.0
40.5365326633,-74.2325125628,9032.0
40.5365326633,-74.2293467337,9032.0
40.5365326633,-74.2261809045,9032.0
40.5365326633,-74.2230150754,9032.0
40.5365326633,-74.2198492462,9032.0
40.5365326633,-74.2166834171,6191.0
40.5365326633,-74.2135175879,6191.0
40.5365326633,-74.2103517588,6191.0
40.5365326633,-74.2071859296,6191.0
40.5365326633,-74.2040201005,5602.0
40.5365326633,-74.2008542714,5602.0
40.5365326633,-74.1976884422,5602.0
40.5365326633,-74.1945226131,5602.0
40.5365326633,-74.1913567839,4656.0
40.5365326633,-74.18819095479999,4656.0
40.5365326633,-74.1850251256,4656.0
40.5365326633,-74.1818592965,4656.0
40.5365326633,-74.1786934673,4656.0
40.5365326633,-74.1755276382,4980.0
40.5365326633,-74.172361809,4980.0
40.5365326633,-74.1691959799,4980.0
40.5365326633,-74.1660301508,3446.0
40.5365326633,-74.1628643216,3446.0
40.5365326633,-74.1596984925,3446.0
40.5365326633,-74.1565326633,6559.0
40.5365326633,-74.1533668342,6559.0
40.5365326633,-74.150201005,4596.0
40.5365326633,-74.1470351759,4596.0
40.5365326633,-74.1438693467,4596.0
40.5365326633,-74.1407035176,4596.0
40.5387939698,-74.2483417085,9032.0
40.5387939698,-74.2451758794,9032.0
40.5387939698,-74.2420100503,9032.0
40.5387939698,-74.2388442211,9032.0
40.5387939698,-74.235678392,9032.0
40.5387939698,-74.2325125628,9032.0
40.5387939698,-74.2293467337,9032.0
40.5387939698,-74.2261809045,9032.0
40.5387939698,-74.2230150754,9032.0
40.5387939698,-74.2198492462,9032.0
40.5387939698,-74.2166834171,6191.0
40.5387939698,-74.2135175879,6191.0
40.5387939698,-74.2103517588,6191.0
40.5387939698,-74.2071859296,6191.0
40.5387939698,-74.2040201005,5602.0
40.5387939698,-74.2008542714,5602.0
40.5387939698,-74.1976884422,5602.0
40.5387939698,-74.1945226131,4405.0
40.5387939698,-74.1913567839,4405.0
40.5387939698,-74.18819095479999,4656.0
40.5387939698,-74.1850251256,4656.0
40.5387939698,-74.1818592965,4656.0
40.5387939698,-74.1786934673,4656.0
40.5387939698,-74.1755276382,4656.0
40.5387939698,-74.172361809,4656.0
40.5387939698,-74.1691959799,4980.0
40.5387939698,-74.1660301508,3446.0
40.5387939698,-74.1628643216,3446.0
40.5387939698,-74.1596984925,6559.0
40.5387939698,-74.1565326633,6559.0
40.5387939698,-74.1533668342,6559.0
40.5387939698,-74.150201005,6559.0
40.5387939698,-74.1470351759,4596.0
40.5387939698,-74.1438693467,4596.0
40.5387939698,-74.1407035176,4596.0
40.5410552764,-74.2483417085,9032.0
40.5410552764,-74.2451758794,9032.0
40.5410552764,-74.2420100503,9032.0
40.5410552764,-74.2388442211,9032.0
40.5410552764,-74.235678392,9032.0
40.5410552764,-74.2325125628,9032.0
40.5410552764,-74.2293467337,9032.0
40.5410552764,-74.2261809045,9032.0
40.5410552764,-74.2230150754,9032.0
40.5410552764,-74.2198492462,9032.0
40.5410552764,-74.2166834171,6191.0
40.5410552764,-74.2135175879,6191.0
40.5410552764,-74.2103517588,6191.0
40.5410552764,-74.2071859296,6191.0
40.5410552764,-74.2040201005,5602.0
40.5410552764,-74.2008542714,5602.0
40.5410552764,-74.1976884422,5602.0
40.5410552764,-74.1945226131,4405.0
40.5410552764,-74.1913567839,4405.0
40.5410552764,-74.18819095479999,4405.0
40.5410552764,-74.1850251256,4656.0
40.5410552764,-74.1818592965,4656.0
40.5410552764,-74.1786934673,4656.0
40.5410552764,-74.1755276382,4656.0
40.5410552764,-74.172361809,4656.0
40.5410552764,-74.1691959799,4656.0
40.5410552764,-74.1660301508,3446.0
40.5410552764,-74.1628643216,3446.0
40.5410552764,-74.1596984925,6559.0
40.5410552764,-74.1565326633,6559.0
40.5410552764,-74.1533668342,6559.0
40.5410552764,-74.150201005,6559.0
40.5410552764,-74.1470351759,4596.0
40.5410552764,-74.1438693467,4596.0
40.5410552764,-74.1407035176,4596.0
40.5410552764,-74.1375376884,4596.0
40.5433165829,-74.2483417085,9032.0
40.5433165829,-74.2451758794,9032.0
40.5433165829,-74.2420100503,9032.0
40.5433165829,-74.2388442211,9032.0
40.5433165829,-74.235678392,9032.0
40.5433165829,-74.2325125628,9032.0
40.5433165829,-74.2293467337,9032.0
40.5433165829,-74.2261809045,9032.0
40.5433165829,-74.2230150754,9032.0
40.5433165829,-74.2198492462,9032.0
40.5433165829,-74.2166834171,9138.0
40.5433165829,-74.2135175879,9138.0
40.5433165829,-74.2103517588,9138.0
40.5433165829,-74.2071859296,9138.0
40.5433165829,-74.2040201005,9138.0
40.5433165829,-74.2008542714,9138.0
40.5433165829,-74.1976884422,9138.0
40.5433165829,-74.1945226131,4405.0
40.5433165829,-74.1913567839,4405.0
40.5433165829,-74.18819095479999,4405.0
40.5433165829,-74.1850251256,4405.0
40.5433165829,-74.1818592965,4656.0
40.5433165829,-74.1786934673,4656.0
40.5433165829,-74.1755276382,4656.0
40.5433165829,-74.172361809,4616.0
40.5433165829,-74.1691959799,4616.0
40.5433165829,-74.1660301508,4616.0
40.5433165829,-74.1628643216,6559.0
40.5433165829,-74.1596984925,6559.0
40.5433165829,-74.1565326633,6559.0
40.5433165829,-74.1533668342,6559.0
40.5433165829,-74.150201005,6559.0
40.5433165829,-74.1470351759,5766.0
40.5433165829,-74.1438693467,4596.0
40.5433165829,-74.1407035176,4596.0
40.5433165829,-74.1375376884,4596.0
40.5433165829,-74.1343718593,4596.0
40.5455778894,-74.2483417085,9032.0
40.5455778894,-74.2451758794,9032.0
40.5455778894,-74.2420100503,9032.0
40.5455778894,-74.2388442211,9032.0
40.5455778894,-74.235678392,9032.0
40.5455778894,-74.2325125628,9032.0
40.5455778894,-74.2293467337,9032.0
40.5455778894,-74.2261809045,9032.0
40.5455778894,-74.2230150754,9032.0
40.5455778894,-74.2198492462,9032.0
40.5455778894,-74.2166834171,9138.0
40.5455778894,-74.2135175879,9138.0
40.5455778894,-74.2103517588,9138.0
40.5455778894,-74.2071859296,9138.0
40.5455778894,-74.2040201005,9138.0
40.5455778894,-74.2008542714,9138.0
40.5455778894,-74.1976884422,9085.0
40.5455778894,-74.1945226131,9085.0
40.5455778894,-74.1913567839,4405.0
40.5455778894,-74.18819095479999,4405.0
40.5455778894,-74.1850251256,4405.0
40.5455778894,-74.1818592965,4656.0
40.5455778894,-74.1786934673,4656.0
40.5455778894,-74.1755276382,4616.0
40.5455778894,-74.172361809,4616.0
40.5455778894,-74.1691959799,4616.0
40.5455778894,-74.1660301508,4616.0
40.5455778894,-74.1628643216,7468.0
40.5455778894,-74.1596984925,6559.0
40.5455778894,-74.1565326633,6559.0
40.5455778894,-74.1533668342,6559.0
40.5455778894,-74.150201005,6559.0
40.5455778894,-74.1470351759,5766.0
40.5455778894,-74.1438693467,5766.0
40.5455778894,-74.1407035176,4596.0
40.5455778894,-74.1375376884,4596.0
40.5455778894,-74.1090452261,2940.0
40.547839196,-74.2451758794,9032.0
40.547839196,-74.2420100503,9032.0
40.547839196,-74.2388442211,9032.0
40.547839196,-74.235678392,9032.0
40.547839196,-74.2325125628,9032.0
40.547839196,-74.2293467337,9032.0
40.547839196,-74.2261809045,9032.0
40.547839196,-74.2230150754,9032.0
40.547839196,-74.2198492462,9138.0
40.547839196,-74.2166834171,9138.0
40.547839196,-74.2135175879,9138.0
40.547839196,-74.2103517588,9138.0
40.547839196,-74.2071859296,9138.0
40.547839196,-74.2040201005,9138.0
40.547839196,-74.2008542714,9138.0
40.547839196,-74.1976884422,9085.0
40.547839196,-74.1945226131,9085.0
40.547839196,-74.1913567839,9085.0
40.547839196,-74.18819095479999,4405.0
40.547839196,-74.1850251256,4405.0
40.547839196,-74.1818592965,7457.0
40.547839196,-74.1786934673,4802.0
40.547839196,-74.1755276382,4802.0
40.547839196,-74.172361809,4616.0
40.547839196,-74.1691959799,4616.0
40.547839196,-74.1660301508,7468.0
40.547839196,-74.1628643216,7468.0
40.547839196,-74.1596984925,7468.0
